1, 2.917434, 2.921598, 2.912406, 2.920660, 2.919538, 
2, 1.583000, 1.586130, 1.591610, 1.586813, 1.581777, 
3, 1.047575, 1.027655, 1.016634, 1.062809, 1.054483, 
4, 0.798234, 0.796538, 0.789123, 0.831991, 0.795792, 
5, 0.655060, 0.657540, 0.632216, 0.656276, 0.658103, 
6, 0.536856, 0.551159, 0.541555, 0.561333, 0.533412, 
7, 0.470985, 0.462321, 0.459322, 0.459415, 0.460324, 
8, 0.431150, 0.426539, 0.415195, 0.417849, 0.421253, 
9, 0.370095, 0.380367, 0.371618, 0.374552, 0.373844, 
10, 0.336554, 0.338431, 0.335768, 0.336960, 0.336087, 
11, 0.322595, 0.306579, 0.307234, 0.303991, 0.311564, 
12, 0.289673, 0.284488, 0.288912, 0.283527, 0.284239, 
13, 0.262550, 0.263094, 0.262943, 0.263173, 0.264621, 
14, 0.251818, 0.244867, 0.245674, 0.249315, 0.245700, 
15, 0.242419, 0.230471, 0.231480, 0.232015, 0.232051, 
16, 0.225131, 0.218347, 0.220411, 0.218906, 0.220910, 
17, 0.249625, 0.206689, 0.225660, 0.208647, 0.207455, 
18, 0.200988, 0.195897, 0.198882, 0.197497, 0.199901, 
19, 0.193790, 0.189925, 0.190661, 0.189792, 0.189371, 
20, 0.187316, 0.183185, 0.181873, 0.180058, 0.179703, 
21, 0.180526, 0.174465, 0.173985, 0.171985, 0.175801, 
22, 0.166235, 0.165914, 0.178973, 0.166963, 0.167006, 
23, 0.169785, 0.161595, 0.160119, 0.161218, 0.161233, 
24, 0.163541, 0.156146, 0.155959, 0.155909, 0.154740, 
25, 0.152084, 0.151911, 0.152790, 0.154498, 0.150918, 
26, 0.151173, 0.147173, 0.147975, 0.149826, 0.146667, 
27, 0.142212, 0.143597, 0.144085, 0.142834, 0.142928, 
28, 0.146046, 0.137997, 0.138210, 0.137972, 0.136538, 
29, 0.134567, 0.135046, 0.134120, 0.134375, 0.134731, 
30, 0.139639, 0.131350, 0.129913, 0.131080, 0.130919, 
