1, 2.91212480000000000000
2, 1.51970640000000000000
3, 1.05581060000000000000
4, .79599420000000000000
5, .64258640000000000000
6, .53901520000000000000
7, .46082480000000000000
8, .41712460000000000000
9, .37678560000000000000
10, .33391640000000000000
11, .30540900000000000000
12, .28543160000000000000
13, .26306760000000000000
14, .24967260000000000000
15, .23513540000000000000
16, .22864200000000000000
17, .20984480000000000000
18, .19974060000000000000
19, .18986920000000000000
20, .18282300000000000000
21, .17745080000000000000
22, .16941020000000000000
23, .16092460000000000000
24, .15535320000000000000
25, .16004600000000000000
26, .14725480000000000000
27, .14098560000000000000
28, .14005760000000000000
29, .14117680000000000000
30, .13440860000000000000
