1, 2.40851497652000000000
2, 1.29322500228000000000
3, .82668557166000000000
4, .61939377786000000000
5, .53699922562000000000
6, .40935540200000000000
7, .35326843262000000000
8, .34402384758000000000
9, .28339476584000000000
10, .25228738786000000000
11, .22714047430000000000
12, .21043362616000000000
13, .20801296236000000000
14, .19683761596000000000
15, .17973442078000000000
16, .15828218460000000000
17, .15094261170000000000
18, .15542340280000000000
19, .16525692940000000000
20, .13295221328000000000
21, .13007240294000000000
22, .12624659538000000000
23, .12355942726000000000
24, .12715520858000000000
25, .11029481888000000000
26, .11069936752000000000
27, .09844002722000000000
28, .10760741232000000000
29, .09935708044000000000
30, .09091243742000000000
