1, 2.907881, 2.912230, 2.908982, 2.905138, 2.926393, 
2, 1.521094, 1.516210, 1.536432, 1.511895, 1.512901, 
3, 1.063189, 1.053293, 1.057888, 1.049458, 1.055225, 
4, 0.796913, 0.799450, 0.794113, 0.789821, 0.799674, 
5, 0.648106, 0.649124, 0.637879, 0.638275, 0.639548, 
6, 0.552740, 0.536970, 0.536923, 0.534991, 0.533452, 
7, 0.471899, 0.457257, 0.458844, 0.457471, 0.458653, 
8, 0.423977, 0.415069, 0.416244, 0.417182, 0.413151, 
9, 0.414592, 0.364285, 0.365282, 0.371329, 0.368440, 
10, 0.342134, 0.330065, 0.331657, 0.335144, 0.330582, 
11, 0.313343, 0.301800, 0.303404, 0.306682, 0.301816, 
12, 0.289819, 0.280944, 0.292228, 0.280032, 0.284135, 
13, 0.263316, 0.262282, 0.266496, 0.261233, 0.262011, 
14, 0.260888, 0.245594, 0.249412, 0.246433, 0.246036, 
15, 0.246534, 0.232594, 0.231319, 0.230949, 0.234281, 
16, 0.250086, 0.232647, 0.219624, 0.221285, 0.219568, 
17, 0.211834, 0.209650, 0.207976, 0.209635, 0.210129, 
18, 0.203049, 0.201431, 0.198563, 0.197012, 0.198648, 
19, 0.193113, 0.189395, 0.188792, 0.188372, 0.189674, 
20, 0.190867, 0.181446, 0.179173, 0.181853, 0.180776, 
21, 0.185099, 0.180923, 0.173955, 0.172714, 0.174563, 
22, 0.165523, 0.167177, 0.163614, 0.177733, 0.173004, 
23, 0.160604, 0.160093, 0.161712, 0.161447, 0.160767, 
24, 0.157437, 0.153326, 0.155646, 0.155227, 0.155130, 
25, 0.167684, 0.157169, 0.158541, 0.164142, 0.152694, 
26, 0.148664, 0.146289, 0.144814, 0.147478, 0.149029, 
27, 0.140066, 0.141642, 0.141387, 0.140412, 0.141421, 
28, 0.137224, 0.136589, 0.140574, 0.140207, 0.145694, 
29, 0.158414, 0.134537, 0.134647, 0.143290, 0.134996, 
30, 0.131377, 0.131688, 0.145653, 0.130051, 0.133274, 
