1, 2.4057188034, 2.4090659618, 2.4116981030, 2.4093689919, 2.4067230225, 
2, 1.2466149330, 1.2272610664, 1.5307259560, 1.2300481796, 1.2314748764, 
3, 0.8255398273, 0.8278930187, 0.8242239952, 0.8313171864, 0.8244538307, 
4, 0.6151058674, 0.6169629097, 0.6163210869, 0.6196010113, 0.6289780140, 
5, 0.4924540520, 0.4902009964, 0.6944491863, 0.5065269470, 0.5013649464, 
6, 0.4105241299, 0.4100999832, 0.4069309235, 0.4094920158, 0.4097299576, 
7, 0.3517861366, 0.3536920547, 0.3557069302, 0.3530299664, 0.3521270752, 
8, 0.3110649586, 0.3113660812, 0.3814520836, 0.3108999729, 0.4053361416, 
9, 0.3070299625, 0.2771708965, 0.2775878906, 0.2791121006, 0.2760729790, 
10, 0.2626280785, 0.2504088879, 0.2491009235, 0.2505810261, 0.2487180233, 
11, 0.2261471748, 0.2277600765, 0.2263832092, 0.2281708717, 0.2272410393, 
12, 0.2066631317, 0.2097110748, 0.2088520527, 0.2158389091, 0.2111029625, 
13, 0.2049889565, 0.2514009476, 0.1936669350, 0.1980898380, 0.1919181347, 
14, 0.2190639973, 0.2195370197, 0.1794168949, 0.1787571907, 0.1874129772, 
15, 0.2047729492, 0.1659231186, 0.1678340435, 0.1665298939, 0.1936120987, 
16, 0.1556789875, 0.1575758457, 0.1572930813, 0.1615529060, 0.1593101025, 
17, 0.1513609886, 0.1489090919, 0.1574790478, 0.1471269131, 0.1498370171, 
18, 0.1400289536, 0.1387670040, 0.1701550484, 0.1561729908, 0.1719930172, 
19, 0.1813778877, 0.1741108894, 0.1631820202, 0.1452698708, 0.1623439789, 
20, 0.1487798691, 0.1371772289, 0.1282029152, 0.1248459816, 0.1257550716, 
21, 0.1305899620, 0.1296219826, 0.1487278938, 0.1216111183, 0.1198110580, 
22, 0.1319479942, 0.1306638718, 0.1268231869, 0.1224720478, 0.1193258762, 
23, 0.1422350407, 0.1106779575, 0.1157081127, 0.1351339817, 0.1140420437, 
24, 0.1062328815, 0.1049160957, 0.1287851334, 0.1058378220, 0.1900041103, 
25, 0.1076991558, 0.1051399708, 0.1315460205, 0.1017088890, 0.1053800583, 
26, 0.1184079647, 0.1036348343, 0.0993239880, 0.1329619884, 0.0991680622, 
27, 0.0933759212, 0.0938301086, 0.0958709717, 0.1046960354, 0.1044270992, 
28, 0.1056191921, 0.1029040813, 0.1443979740, 0.0925889015, 0.0925269127, 
29, 0.1071398258, 0.1175849438, 0.0958538055, 0.0873968601, 0.0888099670, 
30, 0.1091899872, 0.0866448879, 0.0875601768, 0.0857949257, 0.0853722095, 
