1, .00085860000000000000
2, .01734900000000000000
3, .04912840000000000000
4, .04795420000000000000
5, .03580580000000000000
6, .03317680000000000000
7, .03210200000000000000
8, .03560220000000000000
9, .03154920000000000000
10, .03175360000000000000
11, .02985420000000000000
12, .03390800000000000000
13, .03553160000000000000
14, .03174920000000000000
15, .03316540000000000000
16, .02985260000000000000
17, .03653820000000000000
18, .03152540000000000000
19, .03092880000000000000
20, .03518540000000000000
21, .02963640000000000000
22, .03025520000000000000
23, .03367640000000000000
24, .03287600000000000000
25, .03619180000000000000
26, .03208460000000000000
27, .03178940000000000000
28, .03597200000000000000
29, .03987120000000000000
30, .03063500000000000000
