1, 2.91832720000000000000
2, 1.58586600000000000000
3, 1.04183120000000000000
4, .80233560000000000000
5, .65183900000000000000
6, .54486300000000000000
7, .46247340000000000000
8, .42239720000000000000
9, .37409520000000000000
10, .33676000000000000000
11, .31039260000000000000
12, .28616780000000000000
13, .26327620000000000000
14, .24747480000000000000
15, .23368720000000000000
16, .22074100000000000000
17, .21961520000000000000
18, .19863300000000000000
19, .19070780000000000000
20, .18242700000000000000
21, .17535240000000000000
22, .16901820000000000000
23, .16279000000000000000
24, .15725900000000000000
25, .15244020000000000000
26, .14856280000000000000
27, .14313120000000000000
28, .13935260000000000000
29, .13456780000000000000
30, .13258020000000000000
