1, .00000195502000000000
2, .02534523010000000000
3, .02246780396000000000
4, .01695671082000000000
5, .01010346412000000000
6, .00756640434000000000
7, .01240410804000000000
8, .01258211136000000000
9, .01344337462000000000
10, .00842967032000000000
11, .02080302240000000000
12, .02242474556000000000
13, .01456303598000000000
14, .02388949396000000000
15, .01122021672000000000
16, .02420988084000000000
17, .00951466562000000000
18, .01583304402000000000
19, .01748166084000000000
20, .00598216058000000000
21, .01667122840000000000
22, .01176896094000000000
23, .00694713592000000000
24, .01267323494000000000
25, .01629061700000000000
26, .01765685082000000000
27, .00980134010000000000
28, .01208581926000000000
29, .01203241350000000000
30, .01276574136000000000
